Time,#1出口氮氧化物,UNIT3:A18M010F,入口氮氧化物,#1SCR反应器加氨流量,有功功率,#3机净烟气NOx,E磨煤机6kV电动机接触器电流,B磨煤机6kV电动机接触器电流,C磨煤机6kV电动机接触器电流,F磨煤机6kV电动机接触器电流
24848,20.0789,21,219.758,55.4945,347.427,27.0147,0.0610512,-0.0610497,54.2735,45.8486
24849,19.9747,21,220.555,55.9829,347.427,27.0147,0.0610512,-0.0610497,52.6862,44.5055
24850,19.9747,21,221.137,55.9829,347.957,27.0147,0.0610512,-0.0610497,52.8083,45.7265
24851,19.9747,21,222.381,55.6166,347.957,27.0757,0.0610512,-0.0610497,54.0293,46.2149
24852,19.9747,21,224.449,55.3724,348.487,27.0147,0.0610512,-0.0610497,52.1978,45.3602
24853,19.9747,21,226.4,55.9829,347.957,27.0757,0.0610512,-0.0610497,52.0757,46.4591
24854,19.8704,21,228.238,55.9829,348.487,27.0147,0.0610512,-0.0610497,52.6862,45.9707
24855,19.8704,21,229.871,55.6166,347.957,27.0757,0.0610512,-0.0610497,52.3199,45.9707
24856,19.995,21,231.051,55.6166,347.957,27.0147,0.0610512,-0.0610497,53.9072,45.7265
24857,19.995,21,231.527,55.6166,347.957,27.0757,0.0610512,-0.0610497,53.0525,44.8718
24858,19.8704,21,232.484,55.6166,347.957,27.0757,0.0610512,-0.0610497,53.5409,45.6044
24859,19.8704,21,232.244,55.6166,347.957,27.0757,0.0610512,-0.0610497,52.1978,45.8486
24860,19.8704,21,232.244,55.6166,347.957,27.0757,0.0610512,-0.0610497,51.8315,46.2149
24861,19.8704,21,231.387,55.8608,347.957,27.0757,0.0610512,-0.0610497,52.442,44.7497
24862,19.8704,21,230.201,56.5934,347.957,27.0147,0.0610512,-0.0610497,52.0757,45.116
24863,19.8704,21,229.12,58.1807,348.487,27.0147,0.0610512,-0.0610497,51.9536,45.116
24864,19.8704,21,228.42,58.547,347.957,27.0147,0.0610512,-0.0610497,53.2967,45.7265
24865,19.9715,21,228.187,56.8376,348.487,27.0147,0.0610512,-0.0610497,52.8083,44.3834
24866,19.9715,21,227.351,56.3492,349.017,27.0147,0.0610512,-0.0610497,53.1746,45.8486
24867,19.9715,21,227.351,57.0818,348.487,27.0147,0.0610512,-0.0610497,53.2967,45.6044
24868,19.9715,21,227.12,57.4481,348.487,27.0147,0.0610512,-0.0610497,52.0757,45.9707
24869,19.9715,21,226.288,57.6923,347.957,27.0147,0.0610512,-0.0610497,52.6862,46.337
24870,20.0737,21,226.978,58.0586,348.487,27.0147,0.0610512,-0.0610497,53.4188,46.337
24871,20.0737,21,227.351,57.4481,348.487,26.9536,0.0610512,-0.0610497,53.7851,45.8486
24872,20.0737,21,228.045,56.9597,348.487,26.9536,0.0610512,-0.0610497,52.442,44.9939
24873,19.9239,21,229.12,57.5702,347.957,26.8926,0.0610512,-0.0610497,52.0757,45.3602
24874,19.9239,21,228.42,58.0586,348.487,26.9536,0.0610512,-0.0610497,52.9304,45.3602
24875,19.9239,21,229.871,58.6691,348.487,26.9536,0.0610512,-0.0610497,51.7094,44.7497
24876,19.9239,21,229.168,58.9133,348.487,26.8926,0.0610512,-0.0610497,51.0989,45.6044
24877,19.9239,21,230.106,58.9133,347.957,26.9536,0.0610512,-0.0610497,51.3431,45.116
24878,19.9239,21,230.481,58.9133,347.957,26.8926,0.0610512,-0.0610497,52.1978,45.4823
24879,20.0476,21,230.718,58.6691,348.487,26.7094,0.0610512,-0.0610497,51.9536,45.6044
24880,19.9203,21,230.954,58.1807,347.957,26.7094,0.0610512,-0.0610497,51.3431,45.2381
24881,19.9203,21,230.954,57.9365,347.957,26.7094,0.0610512,-0.0610497,52.8083,45.4823
24882,19.9203,21,230.954,57.5702,347.957,26.6484,0.0610512,-0.0610497,51.9536,46.2149
24883,19.9203,21,230.341,56.9597,347.957,26.7094,0.0610512,-0.0610497,52.9304,45.3602
24884,19.9203,21,230.578,56.3492,348.487,26.7094,0.0610512,-0.0610497,53.1746,45.8486
24885,19.9203,21,230.201,55.6166,348.487,26.7094,0.0610512,-0.0610497,53.4188,45.4823
24886,19.9203,21,229.825,55.8608,348.487,26.7094,0.0610512,-0.0610497,52.8083,45.3602
24887,19.9203,21,230.297,57.4481,348.487,26.7094,0.0610512,-0.0610497,51.9536,45.2381
24888,19.9203,21,229.684,57.9365,349.017,26.5873,0.0610512,-0.0610497,50.9768,45.6044
24889,19.9203,21,229.542,57.5702,348.487,26.5873,0.0610512,-0.0610497,52.0757,45.3602
24890,19.9203,21,229.542,57.326,348.487,26.5873,0.0610512,-0.0610497,52.442,45.8486
24891,19.9203,21,228.695,58.7912,349.017,26.6484,0.0610512,-0.0610497,52.5641,44.5055
24892,20.0447,21,228.461,59.0354,348.487,26.6484,0.0610512,-0.0610497,51.9536,45.116
24893,20.0447,21,228.227,59.768,348.487,26.7094,0.0610512,-0.0610497,51.7094,46.4591
24894,19.9167,21,227.994,60.0122,348.487,26.5873,0.0610512,-0.0610497,51.4652,44.6276
24895,20.0447,21,227.44,59.6459,349.017,26.7705,0.0610512,-0.0610497,52.1978,45.6044
24896,20.0447,21,227.582,59.6459,348.487,26.7094,0.0610512,-0.0610497,52.9304,44.3834
24897,19.8753,21,227.955,59.6459,347.957,26.7094,0.0610512,-0.0610497,53.0525,45.116
24898,20.0447,21,228.702,59.6459,348.487,26.7094,0.0610512,-0.0610497,51.5873,46.337
24899,20.0447,21,229.168,59.6459,349.017,26.7094,0.0610512,-0.0610497,52.5641,45.4823
24900,20.0447,21,230.718,59.8901,348.487,26.7705,0.0610512,-0.0610497,52.5641,46.0928
24901,20.0447,21,232.044,59.6459,348.487,26.7705,0.0610512,-0.0610497,51.7094,46.0928
24902,20.0447,21,232.522,59.6459,348.487,26.7094,0.0610512,-0.0610497,53.0525,45.3602
24903,20.0447,21,233.727,59.6459,348.487,26.7705,0.0610512,-0.0610497,52.0757,44.8718
24904,20.0447,21,234.212,59.6459,348.487,26.8315,0.0610512,-0.0610497,53.2967,44.5055
24905,20.0447,21,234.455,59.1575,348.487,26.7094,0.0610512,-0.0610497,52.5641,44.8718
24906,20.0447,21,234.455,59.5238,348.487,26.7705,0.0610512,-0.0610497,52.3199,45.9707
24907,20.0447,21,233.831,59.5238,348.487,26.7705,0.0610512,-0.0610497,51.3431,44.9939
24908,19.9167,21,233.105,59.5238,349.017,26.7705,0.0610512,-0.0610497,52.3199,45.7265
24909,19.9167,21,231.527,59.5238,347.957,26.7705,0.0610512,-0.0610497,50.6105,45.7265
24910,19.9167,21,229.825,59.4017,348.487,26.6484,0.0610512,-0.0610497,51.8315,45.2381
24911,19.9167,21,229.12,59.4017,348.487,26.7094,0.0610512,-0.0610497,52.5641,44.6276
24912,20.0656,21,228.045,59.4017,347.957,26.7094,0.0610512,-0.0610497,51.7094,44.8718
24913,19.9374,21,227.44,59.4017,347.957,26.7094,0.0610512,-0.0610497,52.1978,44.9939
24914,19.9374,21,227.619,60.0122,347.957,26.7705,0.0610512,-0.0610497,51.4652,45.7265
24915,19.9374,21,228.085,60.0122,347.957,26.7705,0.0610512,-0.0610497,52.1978,46.2149
24916,20.0866,21,228.788,60.2564,347.427,26.8315,0.0610512,-0.0610497,51.3431,46.337
24917,20.0866,21,228.788,60.0122,347.957,26.7705,0.0610512,-0.0610497,53.1746,45.116
24918,20.0866,21,229.117,59.768,348.487,26.9536,0.0610512,-0.0610497,53.2967,45.9707
24919,20.0866,21,229.068,59.768,347.957,26.9536,0.0610512,-0.0610497,54.3956,45.116
24920,20.0866,21,229.068,59.5238,348.487,26.9536,0.0610512,-0.0610497,52.6862,45.3602
24921,20.0866,21,229.305,59.768,347.957,26.9536,0.0610512,-0.0610497,52.6862,46.7033
24922,19.8714,21,229.923,59.768,347.957,26.9536,0.0610512,-0.0610497,52.6862,45.4823
24923,19.8714,21,230.542,59.4017,348.487,26.9536,0.0610512,-0.0610497,53.663,45.8486
24924,19.8714,21,230.542,59.4017,347.957,27.0147,0.0610512,-0.0610497,51.8315,45.9707
24925,19.8714,21,230.684,59.4017,347.957,27.0147,0.0610512,-0.0610497,52.8083,45.2381
24926,19.8714,21,230.63,59.768,347.957,27.0147,0.0610512,-0.0610497,53.0525,45.4823
24927,19.8714,21,230.771,59.768,348.487,27.0147,0.0610512,-0.0610497,52.6862,45.7265
24928,19.8714,21,230.911,59.5238,349.017,27.0147,0.0610512,-0.0610497,52.0757,45.3602
24929,19.8714,21,231.667,59.2796,348.487,27.0147,0.0610512,-0.0610497,52.0757,44.7497
24930,19.8714,21,232.044,59.2796,348.487,27.0757,0.0610512,-0.0610497,52.1978,45.4823
24931,19.8714,21,233.279,59.2796,348.487,27.0147,0.0610512,-0.0610497,52.5641,46.0928
24932,19.8714,21,234.245,59.2796,347.957,26.9536,0.0610512,-0.0610497,51.5873,46.4591
24933,19.8714,21,235.492,59.0354,349.017,26.8926,0.0610512,-0.0610497,52.442,45.6044
24934,19.8714,21,235.736,59.0354,349.017,26.8926,0.0610512,-0.0610497,52.442,45.4823
24935,19.8714,21,236.363,58.7912,349.017,26.8926,0.0610512,-0.0610497,53.1746,45.116
24936,19.8714,21,236.499,58.9133,348.487,26.8926,0.0610512,-0.0610497,53.4188,45.9707
24937,19.8714,21,236.634,58.9133,348.487,26.8926,0.0610512,-0.0610497,53.2967,45.7265
24938,19.8714,21,236.389,58.6691,348.487,26.8926,0.0610512,-0.0610497,52.8083,45.3602
24939,19.8714,21,235.55,58.9133,348.487,26.8926,0.0610512,-0.0610497,53.9072,45.3602
24940,19.8714,21,234.824,58.9133,349.017,26.8926,0.0610512,-0.0610497,53.4188,45.9707
24941,19.8714,21,232.909,58.9133,349.017,26.8926,0.0610512,-0.0610497,53.4188,45.7265
24942,19.8714,21,232.2,58.6691,348.487,26.9536,0.0610512,-0.0610497,52.9304,44.9939
24943,19.8714,21,230.889,58.6691,348.487,26.9536,0.0610512,-0.0610497,53.4188,44.9939
24944,19.8714,21,230.284,58.6691,349.017,26.9536,0.0610512,-0.0610497,52.442,44.5055
24945,19.8714,21,229.913,58.6691,349.017,26.7094,0.0610512,-0.0610497,51.5873,45.8486
24946,19.8714,21,230.007,58.6691,349.017,26.7094,0.0610512,-0.0610497,52.3199,46.0928
24947,19.8714,21,229.962,58.6691,349.017,26.7094,0.0610512,-0.0610497,51.5873,45.4823
24948,19.8714,21,229.962,58.6691,349.017,26.7094,0.0610512,-0.0610497,51.8315,45.7265
24949,19.8714,21,230.195,58.6691,349.017,26.7094,0.0610512,-0.0610497,52.442,45.6044
24950,19.8714,21,229.822,58.4249,349.547,26.5873,0.0610512,-0.0610497,52.1978,45.6044
24951,19.8714,21,230.29,58.6691,348.487,26.5873,0.0610512,-0.0610497,53.0525,45.9707
24952,19.8714,21,229.542,58.9133,349.017,26.5873,0.0610512,-0.0610497,52.5641,45.4823
24953,19.8714,21,230.246,58.9133,349.547,26.5873,0.0610512,-0.0610497,53.663,45.6044
24954,19.8714,21,230.106,58.547,349.017,26.6484,0.0610512,-0.0610497,53.4188,45.116
24955,19.8714,21,229.871,58.0586,349.017,26.6484,0.0610512,-0.0610497,53.1746,46.0928
24956,19.8714,21,230.106,58.0586,349.017,26.5263,0.0610512,-0.0610497,52.5641,45.8486
24957,19.8714,21,228.42,58.3028,349.017,26.6484,0.0610512,-0.0610497,52.442,45.2381
24958,19.8714,21,227.955,58.547,349.017,26.5263,0.0610512,-0.0610497,53.2967,45.116
24959,19.8714,21,226.344,58.3028,349.547,26.6484,0.0610512,-0.0610497,52.9304,45.8486
24960,19.8714,21,224.898,57.9365,349.017,26.6484,0.0610512,-0.0610497,53.2967,44.6276
24961,19.8714,21,223.92,57.9365,349.547,26.6484,0.0610512,-0.0610497,52.6862,45.4823
24962,19.8714,21,223.032,58.4249,349.547,26.5873,0.0610512,-0.0610497,52.9304,45.9707
24963,19.8714,21,222.591,58.1807,349.547,26.4652,0.0610512,-0.0610497,53.4188,45.116
24964,19.8714,21,222.371,58.1807,349.547,26.4652,0.0610512,-0.0610497,52.5641,45.6044
24965,19.8714,21,222.075,57.4481,350.077,26.4652,0.0610512,-0.0610497,52.1978,45.4823
24966,19.7475,21,221.856,56.8376,349.547,26.4652,0.0610512,-0.0610497,53.2967,45.3602
24967,19.7475,21,221.638,56.4713,349.547,26.4652,0.0610512,-0.0610497,52.442,44.6276
24968,19.7475,21,221.42,56.4713,349.547,26.4652,0.0610512,-0.0610497,54.1514,44.8718
24969,19.7475,21,221.203,56.7155,350.077,26.4652,0.0610512,-0.0610497,53.5409,45.3602
24970,19.7475,21,221.346,56.3492,349.547,26.4042,0.0610512,-0.0610497,53.2967,45.7265
24971,19.5587,21,220.696,55.6166,349.547,26.4042,0.0610512,-0.0610497,50.9768,45.9707
24972,19.5587,21,220.051,55.3724,349.547,26.4042,0.0610512,-0.0610497,51.7094,45.8486
24973,19.4579,21,219.196,55.3724,349.547,26.4042,0.0610512,-0.0610497,51.0989,45.3602
24974,19.4579,21,218.771,55.1282,349.547,26.4652,0.0610512,-0.0610497,52.8083,45.3602
24975,19.4579,21,218.771,54.5177,350.077,26.4042,0.0610512,-0.0610497,52.9304,45.4823
24976,19.3383,21,218.839,54.2735,349.547,26.4042,0.0610512,-0.0610497,52.9304,45.7265
24977,19.3383,21,219.907,54.2735,349.547,26.4042,0.0610512,-0.0610497,51.8315,45.3602
24978,19.3383,21,220.986,54.2735,349.547,26.4042,0.0610512,-0.0610497,53.5409,45.3602
24979,19.3383,21,221.713,54.2735,349.547,26.4042,0.0610512,-0.0610497,53.7851,46.2149
24980,19.3383,21,222.591,54.5177,349.547,26.221,0.0610512,-0.0610497,52.3199,45.3602
24981,19.2202,21,222.591,54.7619,349.547,26.221,0.0610512,-0.0610497,51.8315,45.4823
24982,19.2202,21,222.591,54.3956,347.957,26.221,0.0610512,-0.0610497,51.8315,46.4591
24983,19.2202,21,222.591,54.7619,349.017,26.221,0.0610512,-0.0610497,53.0525,45.3602
24984,19.1036,21,223.032,54.3956,349.547,26.221,0.0610512,-0.0610497,53.2967,45.4823
24985,19.1036,21,223.11,54.0293,349.547,26.221,0.0610512,-0.0610497,52.1978,45.116
24986,19.2086,21,223.698,53.7851,349.547,26.221,0.0610512,-0.0610497,51.221,45.2381
24987,19.2086,21,223.555,54.3956,349.547,26.221,0.0610512,-0.0610497,52.1978,45.8486
24988,19.2086,21,224.816,54.6398,349.017,26.221,0.0610512,-0.0610497,52.5641,45.3602
24989,19.2086,21,225.041,54.6398,349.017,25.9768,0.0610512,-0.0610497,53.663,45.4823
24990,19.2086,21,224.898,54.1514,349.017,25.9768,0.0610512,-0.0610497,53.0525,44.8718
24991,19.0928,21,226.03,54.1514,348.487,25.9768,0.0610512,-0.0610497,52.1978,45.6044
24992,19.0928,21,226.4,54.1514,349.017,25.9768,0.0610512,-0.0610497,52.5641,45.3602
24993,19.2164,21,226.628,54.1514,349.017,25.9768,0.0610512,-0.0610497,52.9304,45.2381
24994,19.2164,21,226.4,54.1514,349.017,25.9768,0.0610512,-0.0610497,53.4188,45.116
24995,19.34,21,225.718,55.8608,349.017,25.8547,0.0610512,-0.0610497,51.5873,45.8486
24996,19.34,21,225.041,57.0818,349.017,25.7936,0.0610512,-0.0610497,52.6862,46.337
24997,19.34,21,223.92,57.4481,349.017,25.7326,0.0610512,-0.0610497,52.442,44.8718
24998,19.34,21,223.332,56.9597,349.017,25.7326,0.0610512,-0.0610497,53.0525,45.3602
24999,19.34,21,223.475,56.7155,349.547,25.7326,0.0610512,-0.0610497,52.3199,45.3602
25000,19.34,21,222.967,57.0818,349.017,25.6105,0.0610512,-0.0610497,52.8083,45.4823
25001,19.34,21,222.967,57.8144,349.017,25.6105,0.0610512,-0.0610497,51.221,45.3602
25002,19.34,21,222.824,57.5702,349.017,25.6105,0.0610512,-0.0610497,51.3431,45.6044
25003,19.34,21,223.938,57.326,349.017,25.5495,0.0610512,-0.0610497,51.8315,44.6276
25004,19.34,21,223.268,57.0818,348.487,25.5495,0.0610512,-0.0610497,51.4652,45.4823
25005,19.34,21,222.902,57.4481,348.487,25.4274,0.0610512,-0.0610497,51.4652,45.6044
25006,19.34,21,222.092,57.4481,349.017,25.3663,0.0610512,-0.0610497,52.3199,45.6044
25007,19.34,21,221.431,57.6923,347.957,25.3663,0.0610512,-0.0610497,52.0757,44.9939
25008,19.34,21,220.192,57.6923,348.487,25.3053,0.0610512,-0.0610497,51.7094,45.4823
25009,19.34,21,218.748,57.9365,347.957,25.3053,0.0610512,-0.0610497,52.6862,45.4823
25010,19.34,21,217.023,57.5702,348.487,25.2442,0.0610512,-0.0610497,52.5641,45.6044
25011,19.228,21,216.091,57.5702,347.957,25.1832,0.0610512,-0.0610497,51.0989,45.116
25012,19.228,21,215.099,57.5702,347.957,25.1221,0.0610512,-0.0610497,52.5641,45.7265
25013,19.228,21,214.381,56.9597,347.957,25.1221,0.0610512,-0.0610497,52.3199,45.9707
25014,19.228,21,213.813,56.3492,348.487,25.1221,0.0610512,-0.0610497,53.0525,45.9707
25015,19.228,21,213.605,55.2503,348.487,25.0611,0.0610512,-0.0610497,52.3199,45.9707
25016,19.228,21,213.039,54.6398,347.957,25.0611,0.0610512,-0.0610497,51.5873,45.116
25017,19.228,21,212.062,53.663,348.487,25.0611,0.0610512,-0.0610497,51.0989,46.337
25018,19.228,21,210.938,53.1746,348.487,25,0.0610512,-0.0610497,51.5873,45.6044
25019,19.228,21,210.023,53.4188,348.487,25,0.0610512,-0.0610497,51.8315,45.2381
25020,19.228,21,209.972,53.4188,348.487,25,0.0610512,-0.0610497,51.0989,45.6044
25021,19.0074,21,209.972,53.4188,349.017,25,0.0610512,-0.0610497,51.8315,45.7265
25022,19.0074,21,209.87,53.0525,348.487,25,0.0610512,-0.0610497,53.0525,46.4591
25023,19.0074,21,209.921,52.442,348.487,24.9389,0.0610512,-0.0610497,51.8315,44.9939
25024,19.0074,21,209.921,52.1978,348.487,24.9389,0.0610512,-0.0610497,54.0293,46.4591
25025,19.0074,21,209.819,51.9536,347.957,24.9389,0.0610512,-0.0610497,52.442,45.3602
25026,19.0074,21,210.024,51.5873,347.957,24.9389,0.0610512,-0.0610497,52.6862,44.9939
25027,19.0074,21,210.74,52.0757,348.487,24.8779,0.0610512,-0.0610497,53.0525,46.0928
25028,18.6471,21,210.535,52.3199,347.957,24.8779,0.0610512,-0.0610497,52.6862,44.9939
25029,18.6471,21,209.718,52.3199,347.957,24.8779,0.0610512,-0.0610497,51.9536,45.4823
25030,18.6471,21,209.87,52.0757,347.957,24.6948,0.0610512,-0.0610497,52.5641,45.2381
25031,18.4871,21,209.262,51.3431,347.427,24.6948,0.0610512,-0.0610497,53.663,45.4823
25032,18.4318,21,208.858,51.3431,347.957,24.8779,0.0610512,-0.0610497,52.8083,45.8486
25033,18.4318,21,208.907,51.5873,347.957,24.6948,0.0610512,-0.0610497,53.1746,44.9939
25034,18.5543,21,209.514,51.3431,347.957,24.6337,0.0610512,-0.0610497,51.221,45.3602
25035,18.3952,21,209.514,51.0989,347.957,24.6337,0.0610512,-0.0610497,51.7094,45.6044
25036,18.3952,21,209.311,51.4652,348.487,24.5727,0.0610512,-0.0610497,52.442,44.9939
25037,18.3952,21,208.907,51.4652,347.957,24.5727,0.0610512,-0.0610497,51.7094,44.8718
25038,18.3952,21,208.6,50.9768,348.487,24.5116,0.0610512,-0.0610497,51.7094,44.8718
25039,18.2548,21,208.446,50.9768,348.487,24.5116,0.0610512,-0.0610497,52.6862,45.2381
25040,18.2548,21,208.851,50.7326,348.487,24.3895,0.0610512,-0.0610497,51.9536,45.3602
25041,18.2548,21,209.462,50.7326,348.487,24.3895,0.0610512,-0.0610497,52.9304,45.2381
25042,18.2548,21,209.512,50.7326,347.957,24.3284,0.0610512,-0.0610497,54.0293,45.4823
25043,18.2548,21,209.614,50.9768,348.487,24.3284,0.0610512,-0.0610497,53.7851,44.9939
25044,18.2548,21,209.459,50.9768,349.017,24.2674,0.0610512,-0.0610497,53.0525,44.5055
25045,18.2548,21,208.944,50.7326,348.487,24.2674,0.0610512,-0.0610497,52.442,45.3602
25046,18.2548,21,208.583,50.7326,349.017,24.2674,0.0610512,-0.0610497,53.0525,46.2149
25047,18.2548,21,208.583,50.4884,349.017,24.2674,0.0610512,-0.0610497,54.2735,45.2381
25048,18.2548,21,208.018,50.7326,349.017,24.2064,0.0610512,-0.0610497,52.8083,46.0928
25049,18.0432,21,208.018,50.7326,349.547,24.2064,0.0610512,-0.0610497,52.5641,44.8718
25050,17.9217,21,207.814,50.7326,350.077,24.0843,0.0610512,-0.0610497,52.6862,45.3602
25051,18.0432,21,207.159,50.7326,350.607,24.1453,0.0610512,-0.0610497,51.221,45.3602
25052,17.9217,21,206.555,50.7326,351.137,24.1453,0.0610512,-0.0610497,52.442,45.4823
25053,17.9217,21,206.51,50.7326,351.667,23.9622,0.0610512,-0.0610497,51.7094,44.8718
25054,17.9217,21,206.31,50.7326,351.667,23.9622,0.0610512,-0.0610497,51.4652,45.3602
25055,17.9217,21,206.067,50.4884,351.667,23.9622,0.0610512,-0.0610497,51.9536,44.8718
25056,17.9217,21,206.378,50.2442,352.197,23.9622,0.0610512,-0.0610497,53.4188,45.7265
25057,17.9217,21,206.732,50,352.727,23.9011,0.0610512,-0.0610497,54.0293,45.3602
25058,18.061,21,207.533,50,352.197,23.9011,0.0610512,-0.0610497,52.3199,45.4823
25059,17.9394,21,208.292,50,353.786,23.9011,0.0610512,-0.0610497,52.6862,45.2381
25060,17.9394,21,209.054,50,352.727,23.9011,0.0610512,-0.0610497,51.9536,45.3602
25061,17.8178,21,209.462,50,353.786,23.84,0.0610512,-0.0610497,51.9536,45.9707
25062,17.9394,21,209.666,50.2442,353.786,23.84,0.0610512,-0.0610497,50.8547,45.9707
25063,17.9394,21,210.076,50.2442,353.786,23.84,0.0610512,-0.0610497,52.8083,45.4823
25064,17.9394,21,211.053,50.4884,354.316,23.7179,0.0610512,-0.0610497,53.2967,45.8486
25065,17.9394,21,211.26,51.3431,354.846,23.7179,0.0610512,-0.0610497,53.4188,45.3602
25066,17.9394,21,210.846,51.7094,354.846,23.6569,0.0610512,-0.0610497,54.5177,44.7497
25067,17.8178,21,210.229,52.6862,355.376,23.6569,0.0610512,-0.0610497,53.663,44.8718
25068,17.9217,21,209.819,53.1746,355.906,23.6569,0.0610512,-0.0610497,52.5641,44.7497
25069,17.8002,21,209.819,53.5409,355.906,23.6569,0.0610512,-0.0610497,53.663,45.2381
25070,17.9217,21,210.125,53.5409,355.906,23.6569,0.0610512,-0.0610497,52.6862,45.116
25071,17.9217,21,210.125,53.9072,356.436,23.5348,0.0610512,-0.0610497,52.6862,44.5055
25072,17.9217,21,210.535,53.663,356.436,23.6569,0.0610512,-0.0610497,52.3199,45.116
25073,17.9217,21,210.278,53.663,356.966,23.6569,0.0610512,-0.0610497,52.0757,45.3602
25074,17.8178,21,210.074,53.663,356.436,23.6569,0.0610512,-0.0610497,52.442,44.9939
25075,17.9394,21,210.023,53.2967,356.436,23.6569,0.0610512,-0.0610497,52.3199,44.3834
25076,17.9394,21,209.01,53.2967,357.496,23.6569,0.0610512,-0.0610497,52.8083,45.116
25077,17.9394,21,207.855,53.0525,358.026,23.6569,0.0610512,-0.0610497,52.5641,45.8486
25078,17.9394,21,206.467,53.0525,357.496,23.5348,0.0610512,-0.0610497,53.2967,45.6044
25079,17.9394,21,205.683,53.2967,357.496,23.6569,0.0610512,-0.0610497,54.2735,45.2381
25080,17.7137,21,204.556,53.2967,358.556,23.6569,0.0610512,-0.0610497,55.3724,45.7265
25081,17.9394,21,202.71,53.2967,358.556,23.6569,0.0610512,-0.0610497,51.4652,46.0928
25082,17.9394,21,201.794,51.9536,358.556,23.6569,0.0610512,-0.0610497,53.663,45.8486
25083,17.8178,21,200.509,50.9768,359.085,23.5958,0.0610512,-0.0610497,53.5409,44.9939
25084,17.9394,21,199.792,50.9768,359.085,23.6569,0.0610512,-0.0610497,52.442,45.3602
25085,17.9394,21,198.709,50.9768,359.085,23.6569,0.0610512,-0.0610497,52.6862,45.2381
25086,17.8002,21,197.136,50.3663,359.615,23.6569,0.0610512,-0.0610497,51.9536,44.9939
25087,17.9217,21,195.73,50.3663,359.615,23.6569,0.0610512,-0.0610497,52.3199,44.9939
25088,17.9217,21,194.693,50.3663,359.615,23.6569,0.0610512,-0.0610497,51.7094,45.2381
25089,17.9217,21,193.482,49.5116,360.145,23.6569,0.0610512,-0.0610497,51.7094,45.4823
25090,17.8161,21,192.261,49.2674,360.145,23.6569,0.0610512,-0.0610497,51.5873,45.9707
25091,17.8161,21,190.556,49.2674,360.675,23.7179,0.0610512,-0.0610497,52.442,45.116
25092,17.8161,21,189.531,48.9011,360.675,23.7179,0.0610512,-0.0610497,51.8315,45.9707
25093,17.9519,21,188.845,48.6569,360.675,23.7179,0.0610512,-0.0610497,52.3199,45.116
25094,17.9519,21,187.833,48.2906,361.205,23.779,0.0610512,-0.0610497,51.3431,44.9939
25095,17.9519,21,186.997,47.6801,361.205,23.779,0.0610512,-0.0610497,51.9536,44.8718
25096,17.9519,21,186.327,47.4359,360.675,23.779,0.0610512,-0.0610497,52.442,45.4823
25097,17.9519,21,185.665,47.4359,361.205,23.7179,0.0610512,-0.0610497,51.8315,45.4823
25098,17.9519,21,185.665,47.1917,362.265,23.779,0.0610512,-0.0610497,52.6862,45.2381
25099,17.8283,21,185.831,47.4359,361.205,23.779,0.0610512,-0.0610497,53.1746,45.4823
25100,17.8283,21,186.336,47.4359,361.735,23.6569,0.0610512,-0.0610497,52.8083,45.6044
25101,17.8283,21,186.846,46.8254,361.735,23.6569,0.0610512,-0.0610497,52.5641,45.3602
25102,17.8283,21,188.027,46.5812,361.205,23.779,0.0610512,-0.0610497,52.442,45.116
25103,17.6913,21,188.874,46.2149,361.205,23.779,0.0610512,-0.0610497,53.9072,45.6044
25104,17.857,21,188.874,45.9707,361.735,23.779,0.0610512,-0.0610497,53.663,45.6044
25105,17.857,21,189.036,46.4591,361.735,23.779,0.0610512,-0.0610497,53.2967,45.2381
25106,17.7396,21,188.011,46.8254,361.205,23.84,0.0610512,-0.0610497,51.9536,45.6044
25107,17.7396,21,187.495,46.8254,361.205,23.9011,0.0610512,-0.0610497,52.9304,45.3602
25108,17.7396,21,187.327,46.4591,361.735,23.9011,0.0610512,-0.0610497,52.5641,44.7497
25109,17.7396,21,186.483,46.4591,362.265,23.9011,0.0610512,-0.0610497,52.5641,45.116
25110,17.7396,21,186.151,46.7033,361.205,23.9011,0.0610512,-0.0610497,51.9536,45.8486
25111,17.7396,21,185.819,46.7033,360.675,24.0232,0.0610512,-0.0610497,52.8083,45.7265
25112,17.7396,21,185.654,46.4591,361.205,24.0232,0.0610512,-0.0610497,52.1978,45.2381
25113,17.8515,21,185.324,46.4591,361.205,24.0232,0.0610512,-0.0610497,51.7094,44.7497
25114,17.8515,21,185.981,46.2149,360.675,24.0232,0.0610512,-0.0610497,53.1746,45.3602
25115,17.8515,21,186.806,46.9475,360.675,24.2064,0.0610512,-0.0610497,52.9304,45.8486
25116,17.8515,21,187.307,46.7033,360.675,24.1453,0.0610512,-0.0610497,53.2967,44.8718
25117,17.7363,21,188.486,46.0928,360.675,24.1453,0.0610512,-0.0610497,51.8315,45.7265
25118,17.7363,21,189.167,45.8486,360.675,24.2064,0.0610512,-0.0610497,51.8315,45.8486
25119,17.7363,21,189.853,45.8486,360.675,24.2064,0.0610512,-0.0610497,51.9536,44.7497
25120,17.7363,21,190.371,46.2149,360.145,24.2064,0.0610512,-0.0610497,51.5873,45.4823
25121,17.7363,21,190.891,46.2149,360.675,24.2674,0.0610512,-0.0610497,53.5409,46.2149
