Time,#1出口氮氧化物,UNIT3:A18M010F,入口氮氧化物,#1SCR反应器加氨流量,有功功率,#3机净烟气NOx,E磨煤机6kV电动机接触器电流,B磨煤机6kV电动机接触器电流,C磨煤机6kV电动机接触器电流,F磨煤机6kV电动机接触器电流
9801,29.0096,29,219.684,57.8144,439.632,37.149,41.5751,-0.0610497,51.221,0.0610512
9802,29.0096,29,220.793,57.5702,440.162,37.149,42.3077,-0.0610497,52.3199,0.0610512
9803,29.0096,29,221.187,57.8144,440.162,37.0879,40.9646,-0.0610497,51.0989,0.0610512
9804,29.0096,29,221.91,57.8144,439.632,37.0269,43.0403,-0.0610497,51.7094,0.0610512
9805,29.1263,29,222.566,58.0586,439.632,36.9658,42.9182,-0.0610497,51.7094,0.0610512
9806,29.1263,29,223.094,57.6923,439.632,36.9048,42.1856,-0.0610497,52.8083,0.0610512
9807,29.1263,29,223.622,58.0586,439.103,36.8437,41.453,-0.0610497,52.8083,0.0610512
9808,29.2695,29,223.293,58.3028,439.632,36.8437,42.1856,-0.0610497,51.0989,0.0610512
9809,29.2695,29,224.151,58.3028,439.103,36.8437,40.8425,-0.0610497,51.0989,0.0610512
9810,29.2695,29,224.151,59.768,439.103,36.8437,41.0867,-0.0610497,54.1514,0.0610512
9811,29.2695,29,224.48,60.2564,439.103,36.7827,41.0867,-0.0610497,52.6862,0.0610512
9812,29.4385,29,225.138,60.7448,438.043,36.7827,41.0867,-0.0610497,52.3199,0.0610512
9813,29.3276,29,225.871,60.7448,439.103,36.7216,40.3541,-0.0610497,52.0757,0.0610512
9814,29.3276,29,226.734,61.1111,438.573,36.9048,40.9646,-0.0610497,51.5873,0.0610512
9815,29.3276,29,227.803,60.7448,438.573,36.7827,40.9646,-0.0610497,51.5873,0.0610512
9816,29.4651,29,228.419,61.2332,438.573,36.8437,40.8425,-0.0610497,52.0757,0.0610512
9817,29.4651,29,229.787,61.2332,438.573,36.7216,41.2088,-0.0610497,52.0757,0.0610512
9818,29.4651,29,231.713,61.4774,438.043,36.7827,43.2845,-0.0610497,52.0757,0.0610512
9819,29.4651,29,233.445,62.21,438.043,36.7216,42.5519,-0.0610497,51.0989,0.0610512
9820,29.4651,29,234.088,62.4542,439.103,36.7216,41.0867,-0.0610497,51.221,0.0610512
9821,29.5761,29,236.183,62.6984,438.043,36.6606,42.3077,-0.0610497,51.8315,0.0610512
9822,29.5761,29,237.958,62.8205,437.513,36.6606,41.8193,-0.0610497,52.3199,0.0610512
9823,29.5761,29,238.962,62.3321,438.043,36.6606,43.0403,-0.0610497,50.9768,0.0610512
9824,29.5761,29,240.763,62.3321,438.573,36.7827,42.5519,-0.0610497,51.4652,0.0610512
9825,29.8249,29,242.236,63.7973,438.043,36.7216,41.453,-0.0610497,53.1746,0.0610512
9826,29.8249,29,243.61,63.7973,438.043,36.7827,40.1099,-0.0610497,52.442,0.0610512
9827,30.0173,29,243.839,64.4078,438.573,36.7827,41.2088,-0.0610497,50.6105,0.0610512
9828,30.0173,29,244.761,64.652,438.043,36.8437,42.5519,-0.0610497,51.7094,0.0610512
9829,30.0173,29,244.992,65.2625,438.043,36.8437,40.7204,-0.0610497,51.7094,0.0610512
9830,30.1264,29,245.223,65.0183,438.043,36.7827,41.2088,-0.0610497,51.0989,0.0610512
9831,30.1264,29,246.152,65.3846,437.513,36.8437,42.4298,-0.0610497,51.8315,0.0610512
9832,30.2363,29,246.734,65.873,437.513,36.9048,42.1856,-0.0610497,50.4884,0.0610512
9833,30.3471,29,246.848,67.094,438.043,36.9658,41.453,-0.0610497,51.4652,0.0610512
9834,30.3471,29,245.684,67.094,438.043,37.0879,42.3077,-0.0610497,51.9536,0.0610512
9835,30.5155,29,245.913,67.094,438.043,37.0269,41.3309,-0.0610497,52.3199,0.0610512
9836,30.5155,29,245.451,67.4603,437.513,37.149,43.6508,-0.0610497,50.2442,0.0610512
9837,30.6279,29,245.22,68.315,436.983,37.21,41.5751,-0.0610497,50.3663,0.0610512
9838,30.8262,29,245.91,69.2918,437.513,37.21,41.6972,-0.0610497,51.0989,0.0610512
9839,31.0257,29,245.91,69.9023,436.453,37.21,41.453,-0.0610497,50.7326,0.0610512
9840,31.0257,29,246.024,69.9023,436.983,37.3321,41.0867,-0.0610497,51.7094,0.0610512
9841,31.141,29,245.218,69.6581,437.513,37.2711,43.5287,-0.0610497,51.3431,0.0610512
9842,31.141,29,244.193,69.9023,436.983,37.3321,41.2088,-0.0610497,51.5873,0.0610512
9843,31.2571,29,243.405,70.2686,437.513,37.4542,42.1856,-0.0610497,51.7094,0.0610512
9844,31.2571,29,243.972,70.5128,437.513,37.5153,41.2088,-0.0610497,52.442,0.0610512
9845,31.5749,29,244.423,70.8791,437.513,37.5153,40.5983,-0.0610497,52.1978,0.0610512
9846,31.5749,29,244.987,70.0244,438.043,37.5763,40.9646,-0.0610497,53.1746,0.0610512
9847,31.8089,29,245.888,69.536,437.513,37.5763,42.9182,-0.0610497,51.0989,0.0610512
9848,31.8089,29,246.908,70.1465,438.573,37.6984,41.9414,-0.0610497,52.3199,0.0610512
9849,31.6934,29,247.823,70.3907,438.573,37.6984,40.9646,-0.0610497,53.0525,0.0610512
9850,31.8388,29,248.855,70.5128,439.103,37.7595,41.2088,-0.0610497,52.3199,0.0610512
9851,31.8388,29,250.468,71.1233,439.103,37.7595,41.3309,-0.0610497,51.0989,0.0610512
9852,31.8388,29,251.171,71.7338,439.103,37.8816,42.674,-0.0610497,51.0989,0.0610512
9853,32.1303,29,252.458,71.7338,439.632,37.9426,42.3077,-0.0610497,52.442,0.0610512
9854,32.246,29,253.171,71.7338,439.103,37.9426,42.0635,-0.0610497,51.9536,0.0610512
9855,32.301,29,253.995,72.5885,439.103,38.0037,41.0867,-0.0610497,51.9536,0.0610512
9856,32.301,29,253.995,73.199,439.103,38.0037,41.453,-0.0610497,52.8083,0.0610512
9857,32.301,29,253.517,73.199,439.103,38.0037,39.7436,-0.0610497,52.442,0.0610512
9858,32.4776,29,252.221,73.3211,439.103,38.1258,41.2088,-0.0610497,53.1746,0.0610512
9859,32.6241,29,250.702,74.42,439.103,38.1258,43.0403,-0.0610497,53.0525,0.0610512
9860,32.6241,29,249.208,74.0537,439.632,38.1868,43.1624,-0.0610497,52.6862,0.0610512
9861,32.74,29,249.098,74.5421,439.632,38.2479,41.2088,-0.0610497,52.0757,0.0610512
9862,32.8559,29,248.756,74.1758,439.632,38.2479,41.453,-0.0610497,51.3431,0.0610512
9863,32.8559,29,248.182,73.199,440.162,38.2479,41.453,-0.0610497,51.9536,0.0610512
9864,33.1501,29,247.038,72.8327,440.162,38.2479,42.674,-0.0610497,52.9304,0.0610512
9865,33.1501,29,247.498,72.2222,440.692,38.37,42.4298,-0.0610497,53.2967,0.0610512
9866,33.2663,29,247.96,73.9316,440.692,38.37,41.8193,-0.0610497,52.8083,0.0610512
9867,33.2663,29,248.192,75.1526,441.752,38.37,41.6972,-0.0610497,52.8083,0.0610512
9868,33.4455,29,249.356,75.1526,441.752,38.4921,41.453,-0.0610497,53.0525,0.0610512
9869,33.5618,29,250.532,74.42,442.282,38.431,42.5519,-0.0610497,52.3199,0.0610512
9870,33.5618,29,251.481,75.1526,442.812,38.4921,41.6972,-0.0610497,52.0757,0.0610512
9871,33.6782,29,251.481,76.3736,442.282,38.4921,42.3077,-0.0610497,51.221,0.0610512
9872,33.6782,29,250.186,76.7399,442.812,38.4921,43.7729,-0.0610497,53.4188,0.0610512
9873,33.6782,29,249.604,76.7399,442.812,38.4921,42.5519,-0.0610497,51.7094,0.0610512
9874,33.9751,29,249.147,76.9841,442.812,38.431,42.1856,-0.0610497,52.5641,0.0610512
9875,33.9751,29,248.108,76.9841,443.872,38.4921,41.5751,-0.0610497,51.5873,0.0610512
9876,33.9751,29,249.172,77.2283,443.872,38.4921,41.453,-0.0610497,52.5641,0.0610512
9877,33.9751,29,250.121,77.4725,444.402,38.6752,40.8425,-0.0610497,51.4652,0.0610512
9878,33.9751,29,250.726,77.9609,444.402,38.6142,41.0867,-0.0610497,52.442,0.0610512
9879,33.9751,29,251.206,77.9609,444.402,38.5531,42.7961,-0.0610497,50.8547,0.0610512
9880,34.1888,29,250.136,78.2051,445.462,38.7363,42.4298,-0.0610497,53.2967,0.0610512
9881,34.0073,29,249.435,78.5714,444.932,38.7363,41.0867,-0.0610497,52.5641,0.0610512
9882,34.1564,29,248.733,78.9377,445.462,38.7363,42.674,-0.0610497,52.9304,0.0610512
9883,34.1564,29,247.909,79.6703,445.991,38.7973,44.2613,-0.0610497,53.2967,0.0610512
9884,34.1564,29,247.673,79.9145,445.462,38.8584,43.6508,-0.0610497,52.9304,0.0610512
9885,34.1564,29,247.324,80.1587,445.991,38.8584,42.3077,-0.0610497,54.2735,0.0610512
9886,34.1564,29,246.505,80.1587,445.991,38.8584,43.0403,-0.0610497,53.663,0.0610512
9887,34.1564,29,246.854,80.1587,445.991,38.9194,40.7204,-0.0610497,52.9304,0.0610512
9888,33.9349,29,246.152,80.1587,445.991,39.1636,41.5751,-0.0610497,51.221,0.0610512
9889,33.9349,29,246.267,79.9145,445.991,39.1026,40.4762,-0.0610497,52.5641,0.0610512
9890,33.8177,29,245.107,79.9145,445.991,39.2247,41.6972,-0.0610497,53.5409,0.0610512
9891,33.8177,29,244.761,79.9145,447.051,39.2247,40.232,-0.0610497,52.0757,0.0610512
9892,33.8177,29,245.451,77.4725,447.051,39.2247,41.3309,-0.0610497,52.3199,0.0610512
9893,33.8177,29,245.451,77.2283,447.581,39.3468,41.3309,-0.0610497,53.663,0.0610512
9894,33.7118,29,246.831,76.9841,447.581,39.2857,41.8193,-0.0610497,53.4188,0.0610512
9895,33.5941,29,246.944,76.4957,447.051,39.4078,40.9646,-0.0610497,52.442,0.0610512
9896,33.3907,29,246.944,75.7631,447.051,39.4078,42.1856,-0.0610497,53.4188,0.0610512
9897,33.3907,29,247.745,75.2747,447.581,39.4078,42.5519,-0.0610497,53.5409,0.0610512
9898,33.2729,29,248.089,75.0305,447.581,39.591,41.5751,-0.0610497,53.0525,0.0610512
9899,33.0373,29,247.274,74.5421,447.051,39.652,42.1856,-0.0610497,53.5409,0.0610512
9900,33.0373,29,246.696,73.9316,447.051,39.7131,42.3077,-0.0610497,53.663,0.0610512
9901,33.0373,29,245.669,72.9548,447.051,39.8352,42.3077,-0.0610497,55.0061,0.0610512
9902,32.8881,29,245.327,72.9548,447.051,39.8352,42.4298,-0.0610497,53.4188,0.0610512
9903,32.8881,29,245.442,73.5653,447.051,39.9573,43.1624,-0.0610497,52.0757,0.0610512
9904,32.6527,29,245.102,73.8095,447.581,40.0183,43.895,-0.0610497,51.9536,0.0610512
9905,32.7078,29,244.309,73.8095,447.581,40.0183,41.8193,-0.0610497,53.7851,0.0610512
9906,32.5593,29,242.617,73.3211,447.051,40.1404,43.1624,-0.0610497,53.0525,0.0610512
9907,32.5593,29,241.051,72.9548,445.991,40.2015,42.4298,-0.0610497,53.1746,0.0610512
9908,32.5593,29,238.739,72.4664,446.521,40.2015,40.232,-0.0610497,54.884,0.0610512
9909,32.5593,29,236.133,72.1001,446.521,40.2625,40.4762,-0.0610497,53.1746,0.0610512
9910,32.4356,29,234.714,71.7338,446.521,40.2015,40.4762,-0.0610497,51.221,0.0610512
9911,32.5524,29,232.879,71.0012,447.581,40.2625,41.8193,-0.0610497,51.221,0.0610512
9912,32.4356,29,232.516,71.0012,447.051,40.3846,39.8657,-0.0610497,52.9304,0.0610512
9913,32.6074,29,232.395,70.6349,447.581,40.4457,41.0867,-0.0610497,51.5873,0.0610512
9914,32.6074,29,231.941,70.6349,447.051,40.4457,40.1099,-0.0610497,52.3199,0.0610512
9915,32.6074,29,232.327,70.6349,447.051,40.4457,40.1099,-0.0610497,52.0757,0.0610512
9916,32.6074,29,232.806,69.7802,446.521,40.4457,41.453,-0.0610497,51.9536,0.0610512
9917,32.4841,29,232.806,69.4139,446.521,40.4457,41.453,-0.0610497,53.5409,0.0610512
9918,32.4841,29,234.181,68.5592,445.991,40.4457,41.453,-0.0610497,53.1746,0.0610512
9919,32.4841,29,234.49,68.315,445.991,40.4457,40.1099,-0.0610497,52.0757,0.0610512
9920,32.4841,29,234.462,68.315,445.991,40.4457,40.1099,-0.0610497,52.1978,0.0610512
9921,32.4841,29,233.227,68.0708,445.462,40.4457,40.232,-0.0610497,51.5873,0.0610512
9922,32.2707,29,231.942,68.0708,445.462,40.4457,41.6972,-0.0610497,52.3199,0.0610512
9923,32.2707,29,230.124,68.0708,445.462,40.4457,40.5983,-0.0610497,52.5641,0.0610512
9924,32.0051,29,228.123,68.0708,445.462,40.3846,43.2845,-0.0610497,52.1978,0.0610512
9925,32.0051,29,226.558,67.094,445.462,40.3846,41.3309,-0.0610497,52.442,0.0610512
9926,31.801,29,224.48,66.8498,445.462,40.3236,41.6972,-0.0610497,52.1978,0.0610512
9927,31.801,29,222.754,66.6056,445.991,40.2625,40.9646,-0.0610497,52.5641,0.0610512
9928,31.5718,29,221.964,65.873,445.462,40.2625,43.4066,-0.0610497,52.442,0.0610512
9929,31.5424,29,221.964,65.6288,445.991,40.2015,41.9414,-0.0610497,50.3663,0.0610512
9930,31.1699,29,222.487,65.2625,445.462,40.2015,41.9414,-0.0610497,51.221,0.0610512
9931,31.0555,29,223.934,64.7741,445.462,40.0794,41.3309,-0.0610497,52.5641,0.0610512
9932,30.9412,29,226.201,64.1636,445.991,40.0794,42.9182,-0.0610497,51.9536,0.0610512
9933,30.741,29,228.75,63.7973,446.521,40.0794,41.3309,-0.0610497,52.0757,0.0610512
9934,30.5703,29,230.871,63.5531,446.521,39.9573,43.4066,-0.0610497,50.7326,0.0610512
9935,30.2007,29,233.323,63.1868,446.521,39.9573,42.0635,-0.0610497,52.3199,0.0610512
9936,30.0315,29,236.062,62.6984,445.991,39.8352,41.8193,-0.0610497,52.442,0.0610512
9937,30.0315,29,237.958,62.4542,446.521,39.8352,41.5751,-0.0610497,52.3199,0.0610512
9938,29.8628,29,239.867,62.6984,446.521,39.7741,40.232,-0.0610497,50.9768,0.0610512
9939,29.6947,29,242.025,62.6984,447.051,39.7131,42.7961,-0.0610497,52.6862,0.0610512
9940,29.4414,29,242.257,62.9426,445.991,39.652,40.5983,-0.0610497,53.4188,0.0610512
9941,29.1886,29,242.489,62.9426,445.991,39.652,42.4298,-0.0610497,52.5641,0.0610512
9942,29.1886,29,243.512,62.9426,445.991,39.652,40.4762,-0.0610497,52.1978,0.0610512
9943,29.049,29,243.853,62.9426,445.991,39.591,40.4762,-0.0610497,51.7094,0.0610512
9944,28.9362,29,244.307,62.9426,445.991,39.591,40.8425,-0.0610497,51.8315,0.0610512
9945,28.797,29,244.988,62.6984,446.521,39.4078,41.3309,-0.0610497,52.1978,0.0610512
9946,28.797,29,244.648,62.3321,445.991,39.2857,40.9646,-0.0610497,52.0757,0.0610512
9947,28.797,29,244.422,62.3321,445.991,39.2857,42.7961,-0.0610497,52.442,0.0610512
9948,28.5373,29,244.988,62.6984,446.521,39.2247,41.453,-0.0610497,53.7851,0.0610512
9949,28.5373,29,244.988,62.6984,447.581,39.2247,41.2088,-0.0610497,53.4188,0.0610512
9950,28.5373,29,244.988,62.6984,447.581,39.1636,42.674,-0.0610497,51.221,0.0610512
9951,28.5373,29,245.669,63.0647,449.171,39.1026,40.4762,-0.0610497,51.4652,0.0610512
9952,28.5373,29,246.126,63.5531,449.171,38.9194,40.9646,-0.0610497,53.0525,0.0610512
9953,28.5373,29,247.044,64.7741,449.171,38.9194,40.5983,-0.0610497,53.1746,0.0610512
9954,28.4333,29,248.322,65.7509,449.171,38.9194,41.2088,-0.0610497,52.6862,0.0610512
9955,28.4333,29,248.566,66.2393,449.171,38.7973,41.0867,-0.0610497,52.6862,0.0610512
9956,28.6268,29,248.454,67.094,448.641,38.7363,40.5983,-0.0610497,53.2967,0.0610512
9957,28.3983,29,246.944,67.3382,448.641,38.5531,40.232,-0.0610497,53.5409,0.0610512
9958,28.5656,29,245.561,67.3382,448.111,38.37,40.9646,-0.0610497,52.442,0.0610512
9959,28.5656,29,243.401,66.7277,448.641,38.37,40.8425,-0.0610497,53.5409,0.0610512
9960,28.5656,29,241.379,66.4835,449.171,38.2479,40.4762,-0.0610497,53.2967,0.0610512
9961,28.5656,29,239.818,66.4835,449.171,38.1258,40.7204,-0.0610497,53.663,0.0610512
9962,28.5656,29,238.941,67.3382,449.171,38.0037,39.8657,-0.0610497,54.0293,0.0610512
9963,28.5656,29,237.815,67.094,449.171,37.9426,42.7961,-0.0610497,53.7851,0.0610512
9964,28.5656,29,237.241,66.1172,449.171,37.8816,42.674,-0.0610497,53.5409,0.0610512
9965,28.4606,29,236.231,65.5067,448.641,37.7595,42.4298,-0.0610497,53.4188,0.0610512
9966,28.4606,29,235.221,64.2857,449.171,37.7595,41.9414,-0.0610497,52.0757,0.0610512
9967,28.4606,29,233.232,64.2857,448.641,37.5763,41.5751,-0.0610497,52.6862,0.0610512
9968,28.4606,29,232.896,64.7741,449.171,37.5763,42.674,-0.0610497,52.1978,0.0610512
9969,28.4606,29,232.56,65.873,449.171,37.5153,42.7961,-0.0610497,52.5641,0.0610512
9970,28.2562,29,232.101,65.873,449.171,37.5153,41.8193,-0.0610497,53.1746,0.0610512
9971,28.1142,29,231.553,65.2625,449.701,37.4542,42.9182,-0.0610497,52.0757,0.0610512
9972,28.1142,29,230.881,64.0415,449.701,37.3932,41.6972,-0.0610497,51.7094,0.0610512
9973,28.1142,29,230.249,63.0647,450.231,37.3932,41.3309,-0.0610497,51.5873,0.0610512
9974,28.1142,29,229.412,62.4542,449.701,37.3321,41.5751,-0.0610497,51.7094,0.0610512
9975,28.1142,29,228.707,63.0647,450.761,37.21,40.7204,-0.0610497,53.1746,0.0610512
9976,27.831,29,228.625,62.8205,450.231,37.21,41.3309,-0.0610497,52.5641,0.0610512
9977,27.831,29,228.419,62.8205,450.231,37.2711,41.5751,-0.0610497,52.1978,0.0610512
9978,27.7158,29,228.338,61.8437,450.231,37.2711,42.4298,-0.0610497,51.5873,0.0610512
9979,27.7158,29,228.875,60.8669,450.761,37.21,42.1856,-0.0610497,52.8083,0.0610512
9980,27.4339,29,229.62,60.8669,450.761,37.149,41.6972,-0.0610497,52.9304,0.0610512
9981,27.4339,29,231.451,60.1343,450.761,37.149,41.2088,-0.0610497,51.8315,0.0610512
9982,27.4339,29,232.749,59.8901,451.82,37.0879,40.3541,-0.0610497,51.4652,0.0610512
9983,27.1277,29,234.603,59.5238,450.761,36.9658,41.0867,-0.0610497,50.1221,0.0610512
9984,27.1277,29,236.038,59.5238,450.761,36.9658,41.0867,-0.0610497,51.9536,0.0610512
9985,26.9879,29,236.59,59.5238,451.291,37.0269,39.8657,-0.0610497,52.6862,0.0610512
9986,26.8483,29,237.933,59.5238,451.82,37.0879,40.5983,-0.0610497,51.7094,0.0610512
9987,26.7089,29,238.723,59.768,452.35,37.0879,41.453,-0.0610497,52.1978,0.0610512
9988,26.7089,29,238.957,60.1343,452.88,37.0269,41.453,-0.0610497,50.9768,0.0610512
9989,26.5945,29,239.074,60.1343,453.41,37.0269,41.5751,-0.0610497,51.7094,0.0610512
9990,26.5945,29,238.206,59.4017,452.35,37.0269,41.2088,-0.0610497,52.0757,0.0610512
9991,26.5945,29,237.676,58.7912,451.82,36.9658,42.4298,-0.0610497,51.7094,0.0610512
9992,26.2681,29,237.247,58.7912,452.35,37.0269,42.5519,-0.0610497,52.1978,0.0610512
9993,26.2681,29,237.033,58.7912,452.35,36.9658,39.7436,-0.0610497,50.6105,0.0610512
9994,26.2681,29,237.247,59.0354,452.35,36.8437,42.5519,-0.0610497,52.3199,0.0610512
9995,26.2681,29,237.033,59.4017,451.82,36.8437,43.1624,-0.0610497,53.663,0.0610512
9996,26.2681,29,236.583,59.4017,451.82,36.8437,42.7961,-0.0610497,52.5641,0.0610512
9997,26.2681,29,235.589,59.0354,451.291,36.8437,42.0635,-0.0610497,52.3199,0.0610512
9998,26.2681,29,234.714,59.5238,451.82,36.7827,42.0635,-0.0610497,51.3431,0.0610512
9999,26.2681,29,233.509,60.989,452.35,36.7827,41.2088,-0.0610497,51.5873,0.0610512
10000,26.4715,29,231.889,61.3553,451.82,36.9048,42.4298,-0.0610497,50.9768,0.0610512
10001,26.4715,29,229.66,60.8669,451.291,36.7827,42.0635,-0.0610497,52.442,0.0610512
10002,26.4715,29,228.675,60.0122,452.35,36.7827,42.3077,-0.0610497,52.0757,0.0610512
10003,26.6252,29,227.611,59.768,451.82,36.7827,41.3309,-0.0610497,51.8315,0.0610512
10004,26.6252,29,226.956,61.3553,451.82,36.6606,40.8425,-0.0610497,52.9304,0.0610512
10005,26.6252,29,227.237,62.21,452.35,36.6606,41.8193,-0.0610497,51.3431,0.0610512
10006,26.6252,29,226.86,62.4542,452.88,36.5995,42.5519,-0.0610497,53.2967,0.0610512
10007,26.6252,29,226.86,62.4542,452.88,36.4164,42.1856,-0.0610497,52.9304,0.0610512
10008,26.7782,29,226.86,62.4542,452.35,36.4774,41.8193,-0.0610497,52.442,0.0610512
10009,26.7782,29,226.481,62.4542,452.88,36.4774,40.9646,-0.0610497,52.8083,0.0610512
10010,26.7782,29,225.542,62.21,452.88,36.4774,42.3077,-0.0610497,53.663,0.0610512
10011,26.7928,29,224.279,61.5995,453.94,36.2943,42.5519,-0.0610497,52.9304,0.0610512
10012,26.7928,29,223.679,61.5995,453.94,36.2943,42.4298,-0.0610497,53.4188,0.0610512
10013,26.7928,29,223.735,60.8669,453.94,36.2943,41.5751,-0.0610497,54.2735,0.0610512
10014,26.7928,29,223.536,60.0122,453.94,36.2332,39.8657,-0.0610497,53.0525,0.0610512
10015,26.7928,29,223.465,59.6459,453.94,36.1111,41.3309,-0.0610497,53.2967,0.0610512
10016,26.7928,29,223.267,59.4017,454.47,36.1722,40.8425,-0.0610497,52.5641,0.0610512
10017,26.7928,29,223.267,59.4017,453.94,36.0501,40.232,-0.0610497,53.2967,0.0610512
10018,26.7928,29,223.267,58.9133,454.47,36.1111,42.5519,-0.0610497,53.4188,0.0610512
10019,26.5824,29,223.791,58.1807,454.47,36.0501,41.2088,-0.0610497,53.2967,0.0610512
10020,26.5824,29,224.789,58.6691,455,35.989,40.3541,-0.0610497,52.5641,0.0610512
10021,26.5824,29,225.317,58.9133,455,35.989,40.3541,-0.0610497,51.7094,0.0610512
10022,26.5824,29,226.453,58.547,454.47,36.1111,39.1331,-0.0610497,51.8315,0.0610512
10023,26.4217,29,228.75,59.2796,454.47,35.928,39.9878,-0.0610497,52.1978,0.0610512
10024,26.4217,29,230.538,60.2564,455,36.0501,40.7204,-0.0610497,52.3199,0.0610512
10025,26.4217,29,231.713,59.5238,454.47,35.928,41.0867,-0.0610497,52.3199,0.0610512
10026,26.4217,29,231.713,59.0354,454.47,35.928,42.1856,-0.0610497,52.3199,0.0610512
10027,26.2378,29,231.378,59.4017,453.94,35.928,40.4762,-0.0610497,51.8315,0.0610512
10028,26.3736,29,230.747,59.8901,454.47,35.928,43.1624,-0.0610497,51.7094,0.0610512
10029,26.3736,29,230.204,59.8901,454.47,35.989,40.7204,-0.0610497,51.0989,0.0610512
10030,26.3736,29,229.871,60.3785,454.47,35.8669,41.0867,-0.0610497,52.0757,0.0610512
10031,26.3736,29,228.168,60.3785,455,35.8059,41.6972,-0.0610497,51.8315,0.0610512
10032,26.3736,29,227.962,59.6459,454.47,35.928,43.895,-0.0610497,51.0989,0.0610512
10033,26.3736,29,227.551,59.8901,453.94,35.928,42.9182,-0.0610497,52.442,0.0610512
10034,26.3736,29,226.201,60.7448,454.47,35.8669,40.232,-0.0610497,52.5641,0.0610512
10035,26.3736,29,225.796,60.7448,453.94,35.8669,39.9878,-0.0610497,53.9072,0.0610512
10036,26.3736,29,225.594,60.7448,453.94,35.8669,39.9878,-0.0610497,51.4652,0.0610512
10037,26.3736,29,225.265,60.1343,453.94,35.8059,40.4762,-0.0610497,52.6862,0.0610512
10038,26.3736,29,225.064,59.2796,453.41,35.928,39.2552,-0.0610497,52.8083,0.0610512
10039,26.3736,29,225.467,59.2796,452.88,35.8669,41.6972,-0.0610497,50.6105,0.0610512
10040,26.6611,29,225.138,60.0122,452.88,35.8669,40.232,-0.0610497,51.8315,0.0610512
10041,26.5493,29,225.871,60.0122,452.88,35.7448,40.1099,-0.0610497,51.3431,0.0610512
10042,26.6611,29,226.608,59.6459,452.35,35.7448,40.7204,-0.0610497,53.0525,0.0610512
10043,26.6611,29,226.608,60.2564,452.35,35.6227,41.453,-0.0610497,51.7094,0.0610512
10044,26.6611,29,226.938,60.8669,451.291,35.5617,42.7961,-0.0610497,52.6862,0.0610512
10045,26.7728,29,227.111,61.1111,451.82,35.5617,39.1331,-0.0610497,52.1978,0.0610512
10046,26.7728,29,226.705,61.3553,450.761,35.5617,41.453,-0.0610497,54.0293,0.0610512
10047,26.7728,29,226.879,61.5995,450.231,35.5617,40.1099,-0.0610497,51.7094,0.0610512
10048,26.7728,29,227.128,61.3553,450.761,35.5617,41.6972,-0.0610497,52.442,0.0610512
10049,26.7728,29,227.455,61.3553,450.761,35.5006,40.7204,-0.0610497,52.3199,0.0610512
10050,26.8846,29,228.514,61.5995,450.761,35.3785,40.4762,-0.0610497,51.8315,0.0610512
10051,26.8846,29,229.046,61.5995,451.291,35.4396,40.232,-0.0610497,52.5641,0.0610512
10052,26.9964,29,228.029,61.5995,451.82,35.3785,40.9646,-0.0610497,53.663,0.0610512
10053,26.9964,29,227.748,61.5995,452.35,35.3785,39.7436,-0.0610497,53.1746,0.0610512
10054,27.1953,29,226.945,60.6227,451.291,35.3785,42.3077,-0.0610497,53.7851,0.0610512
10055,27.1953,29,226.545,59.5238,451.82,35.4396,39.8657,-0.0610497,54.0293,0.0610512
10056,27.1953,29,226.868,61.2332,451.291,35.3175,40.1099,-0.0610497,53.663,0.0610512
10057,27.307,29,227.469,62.0879,451.291,35.1954,41.3309,-0.0610497,52.8083,0.0610512
10058,27.307,29,228.074,61.7216,451.291,35.2564,40.5983,-0.0610497,53.0525,0.0610512
10059,27.307,29,229.088,60.8669,451.291,35.1954,42.1856,-0.0610497,52.5641,0.0610512
10060,27.4804,29,229.292,60.6227,450.761,35.1954,40.232,-0.0610497,54.3956,0.0610512
10061,27.5919,29,228.842,61.4774,450.231,35.1954,40.5983,-0.0610497,50.8547,0.0610512
10062,27.7897,29,228.514,61.7216,449.701,35.1343,41.3309,-0.0610497,51.8315,0.0610512
10063,27.7897,29,227.984,61.7216,449.171,35.0122,40.7204,-0.0610497,51.221,0.0610512
10064,27.6033,29,227.128,62.6984,448.641,35.0733,41.453,-0.0610497,52.1978,0.0610512
10065,27.8758,29,227.128,63.0647,448.641,35.0733,41.0867,-0.0610497,52.0757,0.0610512
10066,27.8758,29,226.475,62.6984,447.581,35.0122,41.6972,-0.0610497,50.9768,0.0610512
10067,28.0223,29,226.475,62.3321,447.581,35.0122,40.8425,-0.0610497,52.6862,0.0610512
10068,28.0223,29,226.073,61.3553,447.051,34.8291,39.1331,-0.0610497,54.1514,0.0610512
10069,28.1333,29,226.073,61.7216,447.581,35.0122,40.5983,-0.0610497,53.2967,0.0610512
10070,28.3553,29,226.475,63.1868,447.581,35.0122,39.2552,-0.0610497,53.4188,0.0610512
10071,28.3553,29,227.284,63.9194,447.581,34.8291,41.453,-0.0610497,51.5873,0.0610512
10072,28.415,29,228.098,63.9194,447.051,34.8291,41.0867,-0.0610497,53.4188,0.0610512
10073,28.5515,29,229.248,63.3089,447.051,34.8291,39.4994,-0.0610497,50.8547,0.0610512
10074,28.5515,29,230.076,63.0647,445.991,34.8291,39.6215,-0.0610497,52.9304,0.0610512
10075,28.6624,29,230.407,62.5763,445.991,34.768,43.2845,-0.0610497,52.442,0.0610512
